,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,lat,long,is_hub
77055,2007,11,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1070.0,209.0,73.26,5.93,65.58,4.86,59.37,24.0,1.0,9102.0,3493.0,223.0,1865.0,193.0,3328.0,61.17432028,-149.9961856,1
77072,2007,11,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",494.0,105.0,46.03,0.86,42.93,0.0,15.18,7.0,0.0,4272.0,2303.0,18.0,1101.0,0.0,850.0,33.94253611,-118.4080744,1
77082,2007,11,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",1078.0,211.0,50.37,0.72,61.49,2.27,96.14,9.0,1.0,11695.0,3095.0,23.0,1754.0,76.0,6747.0,45.58872222,-122.5975,1
77089,2007,11,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",3698.0,838.0,192.24,4.52,334.55,4.93,301.75,41.0,4.0,42245.0,12047.0,362.0,10595.0,196.0,19045.0,47.44898194,-122.3093131,1
77100,2007,11,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1508.0,190.0,32.92,0.48,86.54,0.09,69.97,3.0,1.0,11129.0,2205.0,12.0,4163.0,42.0,4707.0,42.3643475,-71.00517917,1
77109,2007,11,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1096.0,202.0,50.09,0.54,46.65,0.0,104.72,6.0,0.0,13028.0,3172.0,13.0,1740.0,0.0,8103.0,26.07258333,-80.15275,1
77114,2007,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4646.0,1079.0,113.93,1.63,642.6,1.24,319.6,11.0,1.0,67493.0,7787.0,110.0,37129.0,46.0,22421.0,40.63975111,-73.77892556,1
77219,2007,11,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12900.0,1601.0,339.76,10.86,828.99,2.88,418.52,51.0,16.0,75119.0,24630.0,587.0,29407.0,171.0,20324.0,33.64044444,-84.42694444,1
77225,2007,11,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1210.0,142.0,27.39,0.0,78.63,0.0,35.98,40.0,0.0,5775.0,1682.0,0.0,2205.0,0.0,1888.0,42.3643475,-71.00517917,1
77234,2007,11,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1645.0,131.0,40.5,1.93,51.29,0.0,37.28,21.0,0.0,5196.0,2448.0,201.0,1248.0,0.0,1299.0,39.04614278,-84.6621725,1
77239,2007,11,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",361.0,41.0,20.76,0.0,11.16,0.0,9.07,2.0,0.0,1730.0,1012.0,0.0,377.0,0.0,341.0,32.89595056,-97.0372,1
77240,2007,11,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",165.0,20.0,7.6,0.0,3.06,0.0,9.33,0.0,0.0,1036.0,361.0,0.0,117.0,0.0,558.0,42.21205889,-83.34883583,1
77256,2007,11,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",1352.0,243.0,43.64,2.73,144.32,0.0,52.32,9.0,3.0,10815.0,2795.0,117.0,5126.0,0.0,2777.0,40.63975111,-73.77892556,1
77258,2007,11,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1225.0,210.0,60.43,0.49,115.34,0.75,32.98,1.0,1.0,8719.0,3473.0,11.0,3476.0,130.0,1629.0,33.94253611,-118.4080744,1
77260,2007,11,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",1690.0,500.0,42.82,1.0,401.98,0.0,54.2,79.0,2.0,19394.0,2636.0,115.0,13960.0,0.0,2683.0,40.77724306,-73.87260917,1
77264,2007,11,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",102.0,11.0,4.75,0.0,4.86,0.0,1.38,0.0,0.0,464.0,263.0,0.0,158.0,0.0,43.0,35.04241667,-89.97666667,1
77269,2007,11,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",204.0,24.0,10.15,0.0,8.47,0.0,5.38,3.0,0.0,904.0,512.0,0.0,198.0,0.0,194.0,44.88054694,-93.2169225,1
77275,2007,11,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",312.0,46.0,12.3,0.0,27.33,0.0,6.37,4.0,0.0,2171.0,611.0,0.0,1288.0,0.0,272.0,41.979595,-87.90446417,1
77278,2007,11,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",232.0,48.0,11.03,0.09,33.53,0.0,3.34,0.0,1.0,1362.0,353.0,9.0,874.0,0.0,126.0,45.58872222,-122.5975,1
77293,2007,11,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",449.0,120.0,25.01,0.1,80.99,0.0,13.9,2.0,0.0,3966.0,1023.0,4.0,2258.0,0.0,681.0,47.44898194,-122.3093131,1
77297,2007,11,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",2445.0,249.0,56.65,0.0,131.59,1.87,58.89,10.0,2.0,9188.0,2666.0,0.0,3552.0,93.0,2877.0,40.78838778,-111.9777731,1
77445,2007,11,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",3868.0,552.0,81.27,2.87,314.91,0.0,152.94,2.0,2.0,19448.0,5085.0,144.0,8693.0,0.0,5526.0,39.85840806,-104.6670019,1
77457,2007,11,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",150.0,23.0,12.4,0.0,7.25,0.0,3.36,0.0,0.0,703.0,455.0,0.0,174.0,0.0,74.0,39.29760528,-94.71390556,1
77461,2007,11,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",85.0,8.0,3.34,0.0,3.59,0.0,1.08,0.0,1.0,232.0,131.0,0.0,79.0,0.0,22.0,42.94722222,-87.89658333,1
77538,2007,11,HA,Hawaiian Airlines,HNL,"Honolulu, HI: Honolulu International",2075.0,113.0,40.33,7.55,0.0,0.0,65.12,16.0,0.0,6613.0,3851.0,217.0,0.0,0.0,2545.0,21.31869111,-157.9224072,1
77544,2007,11,HA,Hawaiian Airlines,OGG,"Kahului, HI: Kahului Airport",767.0,41.0,27.09,0.0,0.22,0.0,13.69,12.0,0.0,1637.0,1175.0,0.0,4.0,0.0,458.0,20.89864972,-156.4304578,1
77668,2007,11,NW,Northwest Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",33.0,14.0,5.09,0.0,7.77,0.0,1.14,0.0,0.0,523.0,192.0,0.0,218.0,0.0,113.0,61.17432028,-149.9961856,1
77692,2007,11,NW,Northwest Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",7016.0,1328.0,280.85,5.39,690.5,3.12,348.15,30.0,0.0,60758.0,23650.0,214.0,18396.0,80.0,18418.0,42.21205889,-83.34883583,1
77721,2007,11,NW,Northwest Airlines,MEM,"Memphis, TN: Memphis International",2204.0,340.0,92.1,2.1,180.36,2.25,63.19,3.0,6.0,15797.0,7115.0,68.0,4786.0,61.0,3767.0,35.04241667,-89.97666667,1
77727,2007,11,NW,Northwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",7177.0,1065.0,260.76,5.33,524.67,4.97,269.27,21.0,2.0,43940.0,16799.0,182.0,13531.0,109.0,13319.0,44.88054694,-93.2169225,1
77791,2007,11,OH,Comair,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",5430.0,830.0,377.61,172.1,248.57,1.0,30.72,57.0,3.0,38752.0,21532.0,8345.0,6701.0,16.0,2158.0,39.04614278,-84.6621725,1
78091,2007,11,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",6382.0,1030.0,239.43,1.91,467.76,4.46,316.43,39.0,1.0,37511.0,10752.0,52.0,12561.0,119.0,14027.0,35.21401111,-80.94312583,1
78093,2007,11,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",2080.0,290.0,66.23,0.42,103.72,2.21,117.41,48.0,1.0,12076.0,3337.0,16.0,3761.0,60.0,4902.0,38.85208333,-77.03772222,1
78111,2007,11,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",757.0,151.0,52.99,0.0,52.56,1.0,44.45,18.0,1.0,6008.0,2261.0,0.0,1595.0,87.0,2065.0,33.94253611,-118.4080744,1
78131,2007,11,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",3473.0,755.0,144.84,2.45,449.58,3.28,154.85,25.0,2.0,39472.0,8146.0,107.0,20972.0,88.0,10159.0,39.87195278,-75.24114083,1
78132,2007,11,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5519.0,818.0,224.69,3.22,392.94,3.93,193.22,107.0,3.0,35843.0,12668.0,182.0,10830.0,81.0,12082.0,33.43416667,-112.0080556,1
78167,2007,11,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4933.0,593.0,173.72,5.24,99.42,2.52,312.11,10.0,2.0,24386.0,7208.0,374.0,2656.0,79.0,14069.0,39.17540167,-76.66819833,1
78172,2007,11,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",1571.0,219.0,58.48,1.12,36.85,0.0,122.55,1.0,0.0,8974.0,2060.0,39.0,914.0,0.0,5961.0,39.85840806,-104.6670019,1
78185,2007,11,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3451.0,653.0,111.17,5.03,219.11,2.63,315.06,53.0,4.0,27065.0,4158.0,340.0,6910.0,58.0,15599.0,33.94253611,-118.4080744,1
78190,2007,11,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3403.0,305.0,71.95,4.0,29.69,3.61,195.75,10.0,4.0,13792.0,3398.0,295.0,827.0,83.0,9189.0,28.42888889,-81.31602778,1
78191,2007,11,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",6454.0,851.0,195.54,9.0,187.73,3.42,455.3,25.0,12.0,34108.0,7194.0,439.0,5588.0,71.0,20816.0,41.7859825,-87.75242444,1
78202,2007,11,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5732.0,906.0,206.19,13.06,200.68,2.18,483.89,64.0,2.0,37640.0,8207.0,643.0,6185.0,75.0,22530.0,33.43416667,-112.0080556,1
78208,2007,11,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2969.0,494.0,104.59,12.74,130.42,1.66,244.59,13.0,4.0,20956.0,3615.0,993.0,4367.0,34.0,11947.0,32.73355611,-117.1896567,1
78587,2007,12,AA,American Airlines,BNA,"Nashville, TN: Nashville International",444.0,169.0,51.48,14.14,27.43,0.0,75.95,5.0,0.0,9115.0,2196.0,587.0,1203.0,0.0,5129.0,36.12447667,-86.67818222,1
78591,2007,12,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",145.0,36.0,12.99,4.08,5.38,0.0,13.55,3.0,0.0,2144.0,664.0,227.0,303.0,0.0,950.0,35.21401111,-80.94312583,1
78595,2007,12,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",854.0,285.0,88.62,22.88,61.77,0.0,111.74,24.0,1.0,14947.0,4649.0,1083.0,2259.0,0.0,6956.0,38.85208333,-77.03772222,1
78597,2007,12,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13646.0,4576.0,756.9,221.81,1981.13,7.29,1608.87,347.0,38.0,241202.0,49986.0,15155.0,75805.0,224.0,100032.0,32.89595056,-97.0372,1
78615,2007,12,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1074.0,381.0,98.17,8.1,166.98,0.0,107.75,32.0,3.0,21283.0,6336.0,685.0,7085.0,0.0,7177.0,40.63975111,-73.77892556,1
78618,2007,12,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2569.0,1122.0,281.0,70.32,488.16,1.74,280.78,61.0,4.0,63995.0,18924.0,5010.0,18868.0,61.0,21132.0,33.94253611,-118.4080744,1
78625,2007,12,AA,American Airlines,MIA,"Miami, FL: Miami International",3423.0,1222.0,344.15,98.27,389.1,6.63,383.84,47.0,3.0,68606.0,22468.0,6045.0,14816.0,188.0,25089.0,25.79325,-80.29055556,1
78634,2007,12,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",6189.0,2672.0,284.48,66.97,1461.34,0.58,858.64,455.0,9.0,200398.0,23739.0,4825.0,99463.0,27.0,72344.0,41.979595,-87.90446417,1
78638,2007,12,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",498.0,211.0,62.61,10.48,75.91,0.0,62.01,25.0,0.0,13031.0,3295.0,650.0,4682.0,0.0,4404.0,39.87195278,-75.24114083,1
78639,2007,12,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",504.0,226.0,63.52,24.35,59.16,0.0,78.97,12.0,1.0,12648.0,3248.0,1591.0,2499.0,0.0,5310.0,33.43416667,-112.0080556,1
78641,2007,12,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",536.0,191.0,59.1,16.16,30.58,0.0,85.16,10.0,0.0,10955.0,3230.0,1014.0,1155.0,0.0,5556.0,35.87763889,-78.78747222,1
78655,2007,12,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",1586.0,486.0,138.15,33.16,106.79,0.03,207.87,78.0,3.0,28269.0,7878.0,2422.0,4240.0,6.0,13723.0,38.74768694,-90.35998972,1
78675,2007,12,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1149.0,266.0,69.74,11.72,74.06,2.77,107.71,29.0,3.0,11787.0,2733.0,356.0,2390.0,141.0,6167.0,61.17432028,-149.9961856,1
78692,2007,12,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",510.0,125.0,50.26,0.67,42.58,0.0,31.49,4.0,0.0,5771.0,2925.0,15.0,1296.0,0.0,1535.0,33.94253611,-118.4080744,1
78702,2007,12,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",1147.0,397.0,74.76,3.18,157.77,4.3,156.98,16.0,3.0,21891.0,4533.0,231.0,5210.0,156.0,11761.0,45.58872222,-122.5975,1
78709,2007,12,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",3834.0,1196.0,243.03,14.23,545.3,14.38,379.07,56.0,7.0,59426.0,15640.0,913.0,17152.0,533.0,25188.0,47.44898194,-122.3093131,1
78720,2007,12,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1614.0,380.0,61.21,1.31,138.26,0.7,178.52,88.0,2.0,27205.0,3549.0,105.0,9240.0,19.0,14292.0,42.3643475,-71.00517917,1
78729,2007,12,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1179.0,385.0,103.21,3.51,120.02,0.86,157.4,22.0,0.0,25050.0,6199.0,314.0,4966.0,19.0,13552.0,26.07258333,-80.15275,1
78734,2007,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4913.0,1575.0,204.98,5.94,702.55,1.61,659.92,119.0,26.0,115725.0,13572.0,768.0,49225.0,48.0,52112.0,40.63975111,-73.77892556,1
78841,2007,12,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12596.0,3025.0,578.73,61.91,1460.34,2.63,921.38,169.0,22.0,148361.0,38637.0,6492.0,53736.0,186.0,49310.0,33.64044444,-84.42694444,1
78847,2007,12,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1257.0,267.0,55.15,6.91,117.91,0.0,87.03,108.0,5.0,12691.0,2443.0,362.0,4738.0,0.0,5148.0,42.3643475,-71.00517917,1
78857,2007,12,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1658.0,317.0,83.24,4.68,109.79,0.0,119.29,35.0,1.0,14863.0,4419.0,568.0,3833.0,0.0,6043.0,39.04614278,-84.6621725,1
78862,2007,12,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",334.0,92.0,22.25,1.62,39.62,0.0,28.51,0.0,0.0,3829.0,961.0,121.0,1268.0,0.0,1479.0,32.89595056,-97.0372,1
78863,2007,12,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",106.0,23.0,6.85,1.4,4.1,0.0,10.65,1.0,0.0,907.0,328.0,42.0,102.0,0.0,435.0,42.21205889,-83.34883583,1
78882,2007,12,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",1386.0,368.0,68.45,12.23,186.37,0.0,100.94,47.0,1.0,18202.0,3982.0,981.0,7817.0,0.0,5422.0,40.63975111,-73.77892556,1
78884,2007,12,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1238.0,491.0,96.87,11.47,294.71,0.0,87.95,13.0,3.0,22485.0,4957.0,719.0,10619.0,0.0,6190.0,33.94253611,-118.4080744,1
78886,2007,12,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",1659.0,507.0,54.68,6.98,350.8,0.0,94.53,120.0,1.0,22973.0,3388.0,486.0,13570.0,0.0,5529.0,40.77724306,-73.87260917,1
78890,2007,12,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",97.0,19.0,5.71,0.0,5.43,0.0,7.86,2.0,0.0,724.0,261.0,0.0,201.0,0.0,262.0,35.04241667,-89.97666667,1
78895,2007,12,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",171.0,43.0,18.08,0.68,15.82,0.0,8.42,4.0,0.0,1881.0,797.0,30.0,659.0,0.0,395.0,44.88054694,-93.2169225,1
78902,2007,12,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",322.0,121.0,19.69,1.31,70.13,0.0,29.87,13.0,1.0,7553.0,1533.0,46.0,4047.0,0.0,1927.0,41.979595,-87.90446417,1
78905,2007,12,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",242.0,83.0,27.59,1.69,40.93,0.0,12.78,3.0,0.0,3342.0,1037.0,74.0,1288.0,0.0,943.0,45.58872222,-122.5975,1
78921,2007,12,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",473.0,169.0,38.0,6.42,91.82,0.0,32.76,5.0,1.0,7054.0,1866.0,343.0,3127.0,0.0,1718.0,47.44898194,-122.3093131,1
78925,2007,12,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",2507.0,865.0,181.94,12.69,420.97,2.0,247.4,29.0,10.0,41159.0,11307.0,965.0,15021.0,99.0,13767.0,40.78838778,-111.9777731,1
79073,2007,12,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",3923.0,1489.0,184.73,38.55,824.26,0.76,440.7,43.0,3.0,77662.0,11313.0,2963.0,37001.0,139.0,26246.0,39.85840806,-104.6670019,1
79084,2007,12,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",142.0,58.0,16.06,3.64,24.51,0.0,13.78,3.0,0.0,2985.0,599.0,188.0,1373.0,0.0,825.0,39.29760528,-94.71390556,1
79088,2007,12,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",78.0,30.0,9.67,2.53,12.7,0.0,5.1,2.0,3.0,2210.0,377.0,300.0,958.0,0.0,575.0,42.94722222,-87.89658333,1
79164,2007,12,HA,Hawaiian Airlines,HNL,"Honolulu, HI: Honolulu International",2144.0,134.0,83.95,2.81,0.02,0.13,47.08,24.0,0.0,6691.0,4477.0,215.0,1.0,2.0,1996.0,21.31869111,-157.9224072,1
79170,2007,12,HA,Hawaiian Airlines,OGG,"Kahului, HI: Kahului Airport",795.0,42.0,22.87,3.12,0.0,0.0,16.01,20.0,0.0,1498.0,824.0,155.0,0.0,0.0,519.0,20.89864972,-156.4304578,1
79293,2007,12,NW,Northwest Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",44.0,31.0,11.74,0.36,13.32,0.0,5.59,0.0,0.0,1582.0,466.0,25.0,661.0,0.0,430.0,61.17432028,-149.9961856,1
79316,2007,12,NW,Northwest Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",6965.0,2233.0,465.24,50.6,1013.68,3.51,699.97,166.0,18.0,117502.0,31982.0,5760.0,38069.0,156.0,41535.0,42.21205889,-83.34883583,1
79347,2007,12,NW,Northwest Airlines,MEM,"Memphis, TN: Memphis International",2204.0,677.0,159.99,6.97,354.61,5.02,150.41,27.0,1.0,33151.0,11322.0,956.0,12028.0,160.0,8685.0,35.04241667,-89.97666667,1
79353,2007,12,NW,Northwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",7295.0,2611.0,541.56,51.11,1178.42,7.16,832.74,112.0,18.0,143087.0,43728.0,7603.0,43041.0,255.0,48460.0,44.88054694,-93.2169225,1
79413,2007,12,OH,Comair,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",5477.0,1829.0,718.55,446.58,590.26,3.83,69.78,193.0,1.0,106364.0,48805.0,30231.0,22471.0,75.0,4782.0,39.04614278,-84.6621725,1
79723,2007,12,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",6435.0,1369.0,295.81,34.0,627.88,6.26,405.05,90.0,9.0,58185.0,13583.0,2791.0,20529.0,301.0,20981.0,35.21401111,-80.94312583,1
79725,2007,12,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",2018.0,323.0,59.12,7.9,139.46,0.29,116.22,59.0,10.0,15969.0,3066.0,649.0,5687.0,13.0,6554.0,38.85208333,-77.03772222,1
79744,2007,12,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",772.0,199.0,62.48,0.0,73.57,2.21,60.74,9.0,2.0,8976.0,2984.0,0.0,2608.0,85.0,3299.0,33.94253611,-118.4080744,1
79764,2007,12,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",3533.0,965.0,162.48,23.21,502.74,3.06,273.52,85.0,8.0,54733.0,8491.0,1854.0,26783.0,78.0,17527.0,39.87195278,-75.24114083,1
79765,2007,12,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5768.0,1332.0,329.48,20.75,697.79,4.88,279.1,69.0,3.0,62158.0,17926.0,2444.0,23679.0,177.0,17932.0,33.43416667,-112.0080556,1
79800,2007,12,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4998.0,994.0,247.53,27.94,175.7,7.07,535.76,71.0,3.0,46215.0,10172.0,2269.0,6753.0,204.0,26817.0,39.17540167,-76.66819833,1
79805,2007,12,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",1646.0,510.0,139.11,31.17,102.21,2.74,234.77,13.0,1.0,25254.0,5877.0,2226.0,4788.0,83.0,12280.0,39.85840806,-104.6670019,1
79818,2007,12,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3540.0,1088.0,222.7,10.48,237.14,6.68,611.0,77.0,2.0,49800.0,8825.0,718.0,8186.0,258.0,31813.0,33.94253611,-118.4080744,1
79823,2007,12,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3501.0,671.0,148.14,19.23,107.0,9.37,387.25,30.0,3.0,33982.0,7055.0,2096.0,4057.0,215.0,20559.0,28.42888889,-81.31602778,1
79824,2007,12,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",6527.0,1789.0,302.22,182.37,527.83,9.45,767.13,135.0,54.0,102379.0,13631.0,16238.0,27673.0,269.0,44568.0,41.7859825,-87.75242444,1
79835,2007,12,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5827.0,1521.0,343.83,19.66,281.7,5.84,869.97,83.0,1.0,68814.0,13035.0,1698.0,9771.0,162.0,44148.0,33.43416667,-112.0080556,1
79841,2007,12,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2994.0,683.0,182.77,16.22,85.79,2.55,395.67,45.0,2.0,30344.0,7233.0,944.0,2897.0,80.0,19190.0,32.73355611,-117.1896567,1
80224,2008,1,AA,American Airlines,BNA,"Nashville, TN: Nashville International",449.0,106.0,35.89,4.09,21.2,0.0,44.82,7.0,4.0,5454.0,1369.0,166.0,766.0,0.0,3153.0,36.12447667,-86.67818222,1
80228,2008,1,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",143.0,33.0,17.35,0.62,2.98,0.0,12.05,2.0,0.0,1492.0,747.0,14.0,141.0,0.0,590.0,35.21401111,-80.94312583,1
80232,2008,1,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",859.0,220.0,78.48,17.44,39.57,0.53,83.98,27.0,0.0,11333.0,3912.0,694.0,1365.0,18.0,5344.0,38.85208333,-77.03772222,1
80234,2008,1,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13553.0,3215.0,607.3,97.55,1289.19,6.06,1214.9,329.0,26.0,164947.0,40215.0,6026.0,47756.0,238.0,70712.0,32.89595056,-97.0372,1
80251,2008,1,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1070.0,309.0,87.79,6.53,130.24,0.62,83.82,28.0,1.0,17178.0,5695.0,532.0,5018.0,18.0,5915.0,40.63975111,-73.77892556,1
80254,2008,1,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2563.0,975.0,227.18,38.6,451.57,1.97,255.69,58.0,7.0,56879.0,16436.0,2283.0,17362.0,61.0,20737.0,33.94253611,-118.4080744,1
80261,2008,1,AA,American Airlines,MIA,"Miami, FL: Miami International",3479.0,1026.0,305.86,41.62,336.01,1.59,340.92,56.0,11.0,57039.0,20621.0,2673.0,12174.0,63.0,21508.0,25.79325,-80.29055556,1
80270,2008,1,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",6169.0,2554.0,250.96,20.3,1576.43,1.09,705.22,416.0,19.0,206124.0,17532.0,1592.0,127737.0,52.0,59211.0,41.979595,-87.90446417,1
80274,2008,1,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",472.0,135.0,46.16,6.34,35.46,0.0,47.04,17.0,2.0,6902.0,2455.0,275.0,1266.0,0.0,2906.0,39.87195278,-75.24114083,1
80275,2008,1,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",520.0,176.0,64.66,15.09,50.57,0.0,45.68,10.0,1.0,9297.0,3355.0,947.0,1827.0,0.0,3168.0,33.43416667,-112.0080556,1
80277,2008,1,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",502.0,148.0,45.05,8.06,23.19,0.0,71.7,11.0,0.0,8440.0,2281.0,466.0,915.0,0.0,4778.0,35.87763889,-78.78747222,1
80291,2008,1,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",1570.0,344.0,85.53,17.79,90.01,0.0,150.67,77.0,0.0,18823.0,4772.0,1126.0,3019.0,0.0,9906.0,38.74768694,-90.35998972,1
80311,2008,1,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1169.0,290.0,74.73,6.2,83.87,5.37,119.83,46.0,0.0,16064.0,3976.0,297.0,2787.0,207.0,8797.0,61.17432028,-149.9961856,1
80328,2008,1,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",509.0,120.0,42.54,0.42,55.35,0.0,21.68,4.0,2.0,5358.0,2693.0,8.0,1656.0,0.0,1001.0,33.94253611,-118.4080744,1
80338,2008,1,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",1141.0,256.0,62.66,2.76,78.18,3.45,108.95,42.0,0.0,15199.0,3630.0,86.0,2494.0,82.0,8907.0,45.58872222,-122.5975,1
